State Legislative District,Office,Party,Candidate,Votes
House 124,U.S. Senate,REP,Lou Barletta,592
House 125,U.S. Senate,,Write In,0
House 125,U.S. Senate,DEM,Bob CASEY, JR.,177
House 125,U.S. Senate,GRN,Neal GALE,6
House 125,U.S. Senate,LIB,Dale R. KERNS, JR.,5
House 125,U.S. Senate,REP,Lou BARLETTA,150
House 128,U.S. Senate,,Write-ins,1
House 128,U.S. Senate,DEM,Bob Casey Jr.,586
House 128,U.S. Senate,GRN,Neal Gale,13
House 128,U.S. Senate,LIB,Dale R. Kerns Jr.,29
House 128,U.S. Senate,REP,Lou Barletta,1734
House 129,U.S. Senate,DEM,Bob Casey Jr.,305
House 129,U.S. Senate,GRN,Neal Gale,2
House 129,U.S. Senate,LIB,Dale R. Kerns Jr.,10
House 129,U.S. Senate,REP,Lou Barletta,438
House 130,U.S. Senate,,Write-ins,2
House 130,U.S. Senate,DEM,Bob Casey Jr.,7326
House 130,U.S. Senate,GRN,Neal Gale,116
House 130,U.S. Senate,LIB,Dale R. Kerns Jr.,205
House 130,U.S. Senate,REP,Lou Barletta,9073
House 131,U.S. Senate,,Write-Ins,0
House 131,U.S. Senate,,Write-ins,0
House 131,U.S. Senate,DEM,BOB CASEY JR,1599
House 131,U.S. Senate,Dem,Bob Casey Jr,9523
House 131,U.S. Senate,Dem,Bob Casey, Jr.,2060
House 131,U.S. Senate,GRE,Neal Gale,25
House 131,U.S. Senate,GRN,NEAL GALE,29
House 131,U.S. Senate,GRN,Neal Gale,111
House 131,U.S. Senate,LIB,DALE R KERNS JR,42
House 131,U.S. Senate,LIB,Dale R. Kerns, Jr.,32
House 131,U.S. Senate,Lib,Dale R Kerns Jr,229
House 131,U.S. Senate,REP,LOU BARLETTA,1360
House 131,U.S. Senate,Rep,Lou Barletta,10783
House 133,U.S. Senate,Dem,Bob Casey Jr,14490
House 133,U.S. Senate,GRN,Neal Gale,180
House 133,U.S. Senate,Lib,Dale R Kerns Jr,309
House 133,U.S. Senate,Rep,Lou Barletta,9342
House 134,U.S. Senate,,Write-ins,0
House 134,U.S. Senate,DEM,Bob Casey Jr.,1985
House 134,U.S. Senate,Dem,Bob Casey Jr,11960
House 134,U.S. Senate,GRN,Neal Gale,158
House 134,U.S. Senate,LIB,Dale R. Kerns Jr.,68
House 134,U.S. Senate,Lib,Dale R Kerns Jr,227
House 134,U.S. Senate,REP,Lou Barletta,2708
House 134,U.S. Senate,Rep,Lou Barletta,10336
House 135,U.S. Senate,,Write-Ins,0
House 135,U.S. Senate,Dem,Bob Casey, Jr.,14737
House 135,U.S. Senate,GRE,Neal Gale,157
House 135,U.S. Senate,LIB,Dale R. Kerns, Jr.,259
House 135,U.S. Senate,Rep,Lou Barletta,6617
House 136,U.S. Senate,,Write-Ins,2
House 136,U.S. Senate,Dem,Bob Casey, Jr.,13896
House 136,U.S. Senate,GRE,Neal Gale,166
House 136,U.S. Senate,LIB,Dale R. Kerns, Jr.,268
House 136,U.S. Senate,Rep,Lou Barletta,8964
House 137,U.S. Senate,,Write-Ins,3
House 137,U.S. Senate,Dem,Bob Casey, Jr.,12791
House 137,U.S. Senate,GRE,Neal Gale,142
House 137,U.S. Senate,LIB,Dale R. Kerns, Jr.,261
House 137,U.S. Senate,Rep,Lou Barletta,12390
House 138,U.S. Senate,,Write-Ins,1
House 138,U.S. Senate,Dem,Bob Casey, Jr.,13756
House 138,U.S. Senate,GRE,Neal Gale,150
House 138,U.S. Senate,LIB,Dale R. Kerns, Jr.,281
House 138,U.S. Senate,Rep,Lou Barletta,14401
House 139,U.S. Senate,DEM,Bob Casey Jr.,9550
House 139,U.S. Senate,GRN,Neal Gale,171
House 139,U.S. Senate,LIB,Dale R. Kerns Jr.,203
House 139,U.S. Senate,REP,Lou Barletta,15189
House 140,U.S. Senate,Democratic,Casey, Jr., Bob,23536
House 140,U.S. Senate,Green,Gale, Neal,280
House 140,U.S. Senate,Libertarian,Kerns, Jr., Dale R.,423
House 140,U.S. Senate,Republican,Barletta, Lou,12923
House 141,U.S. Senate,Democratic,Casey, Jr., Bob,3299
House 141,U.S. Senate,Green,Gale, Neal,44
House 141,U.S. Senate,Libertarian,Kerns, Jr., Dale R.,71
House 141,U.S. Senate,Republican,Barletta, Lou,1712
House 142,U.S. Senate,Democratic,Casey, Jr., Bob,21421
House 142,U.S. Senate,Green,Gale, Neal,213
House 142,U.S. Senate,Libertarian,Kerns, Jr., Dale R.,374
House 142,U.S. Senate,Republican,Barletta, Lou,16556
House 143,U.S. Senate,Democratic,Casey, Jr., Bob,16410
House 143,U.S. Senate,Green,Gale, Neal,238
House 143,U.S. Senate,Libertarian,Kerns, Jr., Dale R.,294
House 143,U.S. Senate,Republican,Barletta, Lou,13217
House 144,U.S. Senate,Democratic,Casey, Jr., Bob,16141
House 144,U.S. Senate,Green,Gale, Neal,206
House 144,U.S. Senate,Libertarian,Kerns, Jr., Dale R.,331
House 144,U.S. Senate,Republican,Barletta, Lou,13799
House 145,U.S. Senate,Democratic,Casey, Jr., Bob,10896
House 145,U.S. Senate,Green,Gale, Neal,178
House 145,U.S. Senate,Libertarian,Kerns, Jr., Dale R.,303
House 145,U.S. Senate,Republican,Barletta, Lou,10702
House 146,U.S. Senate,,Write-ins,3
House 146,U.S. Senate,DEM,BOB CASEY JR,12463
House 146,U.S. Senate,GRN,NEAL GALE,150
House 146,U.S. Senate,LIB,DALE R KERNS JR,238
House 146,U.S. Senate,REP,LOU BARLETTA,8813
House 147,U.S. Senate,,Write-ins,3
House 147,U.S. Senate,DEM,BOB CASEY JR,5124
House 147,U.S. Senate,GRN,NEAL GALE,68
House 147,U.S. Senate,LIB,DALE R KERNS JR,149
House 147,U.S. Senate,REP,LOU BARLETTA,5461
House 148,U.S. Senate,,Write-ins,0
House 148,U.S. Senate,DEM,BOB CASEY JR,2084
House 148,U.S. Senate,GRN,NEAL GALE,37
House 148,U.S. Senate,LIB,DALE R KERNS JR,39
House 148,U.S. Senate,REP,LOU BARLETTA,658
House 150,U.S. Senate,,Write-ins,3
House 150,U.S. Senate,DEM,BOB CASEY JR,7911
House 150,U.S. Senate,GRN,NEAL GALE,93
House 150,U.S. Senate,LIB,DALE R KERNS JR,132
House 150,U.S. Senate,REP,LOU BARLETTA,5040
House 151,U.S. Senate,,Write-ins,4
House 151,U.S. Senate,DEM,BOB CASEY JR,7169
House 151,U.S. Senate,GRN,NEAL GALE,75
House 151,U.S. Senate,LIB,DALE R KERNS JR,121
House 151,U.S. Senate,REP,LOU BARLETTA,4840
House 152,U.S. Senate,,Write-ins,1
House 152,U.S. Senate,DEM,BOB CASEY JR,4439
House 152,U.S. Senate,GRN,NEAL GALE,52
House 152,U.S. Senate,LIB,DALE R KERNS JR,85
House 152,U.S. Senate,REP,LOU BARLETTA,2899
House 153,U.S. Senate,,Write-ins,2
House 153,U.S. Senate,DEM,BOB CASEY JR,20662
House 153,U.S. Senate,GRN,NEAL GALE,194
House 153,U.S. Senate,LIB,DALE R KERNS JR,255
House 153,U.S. Senate,REP,LOU BARLETTA,7542
House 154,U.S. Senate,,Write-ins,4
House 154,U.S. Senate,DEM,BOB CASEY JR,18413
House 154,U.S. Senate,GRN,NEAL GALE,140
House 154,U.S. Senate,LIB,DALE R KERNS JR,125
House 154,U.S. Senate,REP,LOU BARLETTA,2746
House 155,U.S. Senate,,Write-ins,11
House 155,U.S. Senate,DEM,BOB CASEY JR,20136
House 155,U.S. Senate,GRN,NEAL GALE,237
House 155,U.S. Senate,LIB,DALE R KERNS JR,420
House 155,U.S. Senate,REP,LOU BARLETTA,14171
House 159,U.S. Senate,,Write In,2
House 159,U.S. Senate,Democrat,Bob CASEY JR,4636
House 159,U.S. Senate,Green,Neal GALE,30
House 159,U.S. Senate,Libertarian,Dale R. KERNS JR,106
House 159,U.S. Senate,Republican,Lou BARLETTA,3636
House 161,U.S. Senate,,Write In,2
House 161,U.S. Senate,Democrat,Bob CASEY JR,9242
House 161,U.S. Senate,Green,Neal GALE,94
House 161,U.S. Senate,Libertarian,Dale R. KERNS JR,224
House 161,U.S. Senate,Republican,Lou BARLETTA,7900
House 162,U.S. Senate,,Write In,16
House 162,U.S. Senate,Democrat,Bob CASEY JR,27018
House 162,U.S. Senate,Green,Neal GALE,214
House 162,U.S. Senate,Libertarian,Dale R. KERNS JR,390
House 162,U.S. Senate,Republican,Lou BARLETTA,14972
House 163,U.S. Senate,,Write In,24
House 163,U.S. Senate,Democrat,Bob CASEY JR,34669
House 163,U.S. Senate,Green,Neal GALE,291
House 163,U.S. Senate,Libertarian,Dale R. KERNS JR,382
House 163,U.S. Senate,Republican,Lou BARLETTA,14814
House 164,U.S. Senate,,Write In,12
House 164,U.S. Senate,Democrat,Bob CASEY JR,27604
House 164,U.S. Senate,Green,Neal GALE,220
House 164,U.S. Senate,Libertarian,Dale R. KERNS JR,238
House 164,U.S. Senate,Republican,Lou BARLETTA,7070
House 165,U.S. Senate,,Write In,4
House 165,U.S. Senate,Democrat,Bob CASEY JR,29256
House 165,U.S. Senate,Green,Neal GALE,244
House 165,U.S. Senate,Libertarian,Dale R. KERNS JR,424
House 165,U.S. Senate,Republican,Lou BARLETTA,24824
House 166,U.S. Senate,,Write In,2
House 166,U.S. Senate,Democrat,Bob CASEY JR,1008
House 166,U.S. Senate,Green,Neal GALE,16
House 166,U.S. Senate,Libertarian,Dale R. KERNS JR,30
House 166,U.S. Senate,Republican,Lou BARLETTA,848
House 167,U.S. Senate,,Write-ins,4
House 167,U.S. Senate,DEM,BOB CASEY JR,7182
House 167,U.S. Senate,GRN,NEAL GALE,51
House 167,U.S. Senate,LIB,DALE R KERNS JR,105
House 167,U.S. Senate,REP,LOU BARLETTA,5032
House 168,U.S. Senate,,Write In,4
House 168,U.S. Senate,Democrat,Bob CASEY JR,21256
House 168,U.S. Senate,Green,Neal GALE,254
House 168,U.S. Senate,Libertarian,Dale R. KERNS JR,360
House 168,U.S. Senate,Republican,Lou BARLETTA,13646
House 169,U.S. Senate,,Write-In,9
House 169,U.S. Senate,Dem,Bob CASEY, JR.,3738
House 169,U.S. Senate,Grn,Neal GALE,88
House 169,U.S. Senate,LIB,Dale R. KERNS, JR.,161
House 169,U.S. Senate,Rep,Lou BARLETTA,7077
House 171,U.S. Senate,,Write-ins,0
House 171,U.S. Senate,DEM,Bob Casey Jr,785
House 171,U.S. Senate,GRN,Neal Gale,20
House 171,U.S. Senate,LIB,Dale R Kerns Jr,39
House 171,U.S. Senate,REP,Lou Barletta,2421
House 172,U.S. Senate,,Write-ins,0
House 172,U.S. Senate,DEM,BOB CASEY JR,678
House 172,U.S. Senate,GRN,NEAL GALE,12
House 172,U.S. Senate,LIB,DALE R KERNS JR,12
House 172,U.S. Senate,REP,LOU BARLETTA,444
House 176,U.S. Senate,DEM,Bob Casey Jr.,10427
House 176,U.S. Senate,GRN,Neal Gale,130
House 176,U.S. Senate,LIB,Dale Kerns,177
House 176,U.S. Senate,REP,Lou Barletta,10660
House 178,U.S. Senate,Democratic,Casey, Jr., Bob,17508
House 178,U.S. Senate,Green,Gale, Neal,137
House 178,U.S. Senate,Libertarian,Kerns, Jr., Dale R.,255
House 178,U.S. Senate,Republican,Barletta, Lou,15118
House 183,U.S. Senate,,Write-Ins,1
House 183,U.S. Senate,Dem,Bob Casey Jr,1531
House 183,U.S. Senate,Dem,Bob Casey, Jr.,5035
House 183,U.S. Senate,GRE,Neal Gale,74
House 183,U.S. Senate,GRN,Neal Gale,26
House 183,U.S. Senate,LIB,Dale R. Kerns, Jr.,141
House 183,U.S. Senate,Lib,Dale R Kerns Jr,49
House 183,U.S. Senate,Rep,Lou Barletta,8323
House 185,U.S. Senate,,Write In,2
House 185,U.S. Senate,Democrat,Bob CASEY JR,5834
House 185,U.S. Senate,Green,Neal GALE,32
House 185,U.S. Senate,Libertarian,Dale R. KERNS JR,36
House 185,U.S. Senate,Republican,Lou BARLETTA,904
House 187,U.S. Senate,Dem,Bob Casey Jr,15558
House 187,U.S. Senate,GRN,Neal Gale,159
House 187,U.S. Senate,Lib,Dale R Kerns Jr,325
House 187,U.S. Senate,Rep,Lou Barletta,14826
House 189,U.S. Senate,DEM,Bob Casey Jr.,10627
House 189,U.S. Senate,GRN,Neal Gale,134
House 189,U.S. Senate,LIB,Dale Kerns,134
House 189,U.S. Senate,LIB,Dale R. Kerns Jr.,48
House 189,U.S. Senate,REP,Lou Barletta,9445
House 191,U.S. Senate,,Write In,8
House 191,U.S. Senate,Democrat,Bob CASEY JR,13334
House 191,U.S. Senate,Green,Neal GALE,46
House 191,U.S. Senate,Libertarian,Dale R. KERNS JR,26
House 191,U.S. Senate,Republican,Lou BARLETTA,752
House 196,U.S. Senate,,Write-In,5
House 196,U.S. Senate,Dem,Bob CASEY, JR.,5023
House 196,U.S. Senate,Grn,Neal GALE,85
House 196,U.S. Senate,LIB,Dale R. KERNS, JR.,177
House 196,U.S. Senate,Rep,Lou BARLETTA,7875
Senate 2,U.S. Senate,,Write In,15
Senate 2,U.S. Senate,DEM,BOB CASEY JR,56815
Senate 2,U.S. Senate,GRN,NEAL GALE,428
Senate 2,U.S. Senate,LIB,DALE R. KERNS JR,352
Senate 2,U.S. Senate,REP,LOU BARLETTA,12251
Senate 4,U.S. Senate,,Write In,8
Senate 4,U.S. Senate,,Write-ins,6
Senate 4,U.S. Senate,DEM,BOB CASEY JR,103593
Senate 4,U.S. Senate,GRN,NEAL GALE,648
Senate 4,U.S. Senate,LIB,DALE R KERNS JR,392
Senate 4,U.S. Senate,LIB,DALE R. KERNS JR,147
Senate 4,U.S. Senate,REP,LOU BARLETTA,12356
Senate 6,U.S. Senate,Democratic,Casey, Jr., Bob,62671
Senate 6,U.S. Senate,Green,Gale, Neal,662
Senate 6,U.S. Senate,Libertarian,Kerns, Jr., Dale R.,1024
Senate 6,U.S. Senate,Republican,Barletta, Lou,44455
Senate 8,U.S. Senate,,Write In,35
Senate 8,U.S. Senate,DEM,BOB CASEY JR,63269
Senate 8,U.S. Senate,Democrat,Bob CASEY JR,45232
Senate 8,U.S. Senate,GRN,NEAL GALE,460
Senate 8,U.S. Senate,Green,Neal GALE,280
Senate 8,U.S. Senate,LIB,DALE R. KERNS JR,266
Senate 8,U.S. Senate,Libertarian,Dale R. KERNS JR,314
Senate 8,U.S. Senate,REP,LOU BARLETTA,2370
Senate 8,U.S. Senate,Republican,Lou BARLETTA,9664
Senate 10,U.S. Senate,Democratic,Casey, Jr., Bob,73385
Senate 10,U.S. Senate,Green,Gale, Neal,854
Senate 10,U.S. Senate,Libertarian,Kerns, Jr., Dale R.,1241
Senate 10,U.S. Senate,Republican,Barletta, Lou,53242
Senate 12,U.S. Senate,,Write-ins,6
Senate 12,U.S. Senate,DEM,BOB CASEY JR,25206
Senate 12,U.S. Senate,Democratic,Casey, Jr., Bob,18632
Senate 12,U.S. Senate,GRN,NEAL GALE,300
Senate 12,U.S. Senate,Green,Gale, Neal,191
Senate 12,U.S. Senate,LIB,DALE R KERNS JR,444
Senate 12,U.S. Senate,Libertarian,Kerns, Jr., Dale R.,313
Senate 12,U.S. Senate,REP,LOU BARLETTA,17703
Senate 12,U.S. Senate,Republican,Barletta, Lou,15264
Senate 14,U.S. Senate,,WRITE-IN,20
Senate 14,U.S. Senate,,Write-In Votes,12
Senate 14,U.S. Senate,DEM,BOB CASEY, JR,29653
Senate 14,U.S. Senate,DEM,Bob Casey, Jr.,17478
Senate 14,U.S. Senate,GRN,NEAL GALE,288
Senate 14,U.S. Senate,GRN,Neal Gale,238
Senate 14,U.S. Senate,LIB,DALE R KERNS, JR,317
Senate 14,U.S. Senate,LIB,Dale R. Kerns, Jr.,392
Senate 14,U.S. Senate,REP,LOU BARLETTA,29557
Senate 14,U.S. Senate,REP,Lou Barletta,27038
Senate 16,U.S. Senate,Dem,Bob Casey Jr,54139
Senate 16,U.S. Senate,GRN,Neal Gale,591
Senate 16,U.S. Senate,Lib,Dale R Kerns Jr,991
Senate 16,U.S. Senate,Rep,Lou Barletta,39767
Senate 18,U.S. Senate,,Write-Ins,3
Senate 18,U.S. Senate,Dem,Bob Casey Jr,19493
Senate 18,U.S. Senate,Dem,Bob Casey, Jr.,38476
Senate 18,U.S. Senate,GRE,Neal Gale,449
Senate 18,U.S. Senate,GRN,Neal Gale,227
Senate 18,U.S. Senate,LIB,Dale R. Kerns, Jr.,711
Senate 18,U.S. Senate,Lib,Dale R Kerns Jr,421
Senate 18,U.S. Senate,Rep,Lou Barletta,36381
Senate 20,U.S. Senate,,WRITE-IN,5
Senate 20,U.S. Senate,,Write In Votes,1
Senate 20,U.S. Senate,,Write-ins,2
Senate 20,U.S. Senate,DEM,BOB CASEY, JR,13317
Senate 20,U.S. Senate,DEM,Bob Casey,3868
Senate 20,U.S. Senate,DEM,Bob Casey Jr,5520
Senate 20,U.S. Senate,DEM,Bob Casey Jr.,16321
Senate 20,U.S. Senate,GRE,Neal Gale,86
Senate 20,U.S. Senate,GRN,NEAL GALE,157
Senate 20,U.S. Senate,GRN,Neal Gale,390
Senate 20,U.S. Senate,LIB,DALE R KERNS, JR,179
Senate 20,U.S. Senate,LIB,Dale R Kerns Jr,163
Senate 20,U.S. Senate,LIB,Dale R. Kerns Jr.,416
Senate 20,U.S. Senate,REP,LOU BARLETTA,18358
Senate 20,U.S. Senate,REP,Lou Barletta,40736
Senate 22,U.S. Senate,,WRITE-IN,1
Senate 22,U.S. Senate,,Write-ins,30
Senate 22,U.S. Senate,DEM,BOB CASEY, JR,3083
Senate 22,U.S. Senate,DEM,Bob Casey Jr.,4960
Senate 22,U.S. Senate,DEM,Bob Casey, Jr.,51444
Senate 22,U.S. Senate,GRN,NEAL GALE,18
Senate 22,U.S. Senate,GRN,Neal Gale,451
Senate 22,U.S. Senate,LIB,DALE R KERNS, JR,14
Senate 22,U.S. Senate,LIB,Dale Kerns,51
Senate 22,U.S. Senate,LIB,Dale R. Kerns, Jr.,488
Senate 22,U.S. Senate,REP,LOU BARLETTA,2464
Senate 22,U.S. Senate,REP,Lou Barletta,34896
Senate 24,U.S. Senate,,Write-ins,5
Senate 24,U.S. Senate,DEM,BOB CASEY JR,16823
Senate 24,U.S. Senate,DEM,Bob Casey Jr.,5603
Senate 24,U.S. Senate,Democratic,Casey, Jr., Bob,10720
Senate 24,U.S. Senate,GRN,NEAL GALE,241
Senate 24,U.S. Senate,GRN,Neal Gale,95
Senate 24,U.S. Senate,Green,Gale, Neal,196
Senate 24,U.S. Senate,LIB,DALE R KERNS JR,370
Senate 24,U.S. Senate,LIB,Dale R. Kerns Jr.,168
Senate 24,U.S. Senate,Libertarian,Kerns, Jr., Dale R.,295
Senate 24,U.S. Senate,REP,LOU BARLETTA,11525
Senate 24,U.S. Senate,REP,Lou Barletta,7362
Senate 24,U.S. Senate,Republican,Barletta, Lou,11172
Senate 26,U.S. Senate,,Write In,48
Senate 26,U.S. Senate,,Write-ins,4
Senate 26,U.S. Senate,DEM,BOB CASEY JR,7182
Senate 26,U.S. Senate,Democrat,Bob CASEY JR,128625
Senate 26,U.S. Senate,GRN,NEAL GALE,51
Senate 26,U.S. Senate,Green,Neal GALE,1161
Senate 26,U.S. Senate,LIB,DALE R KERNS JR,105
Senate 26,U.S. Senate,Libertarian,Dale R. KERNS JR,1902
Senate 26,U.S. Senate,REP,LOU BARLETTA,5032
Senate 26,U.S. Senate,Republican,Lou BARLETTA,79702
Senate 28,U.S. Senate,,Write-In,52
Senate 28,U.S. Senate,Dem,Bob CASEY, JR.,42234
Senate 28,U.S. Senate,Grn,Neal GALE,767
Senate 28,U.S. Senate,LIB,Dale R. KERNS, JR.,1479
Senate 28,U.S. Senate,Rep,Lou BARLETTA,55440
Senate 30,U.S. Senate,,ADAM DURASOSTARR (W),1
Senate 30,U.S. Senate,,DONALD HAZENSTAB (W),1
Senate 30,U.S. Senate,,EMILY BEST (W),2
Senate 30,U.S. Senate,,JACK WILKES (W),1
Senate 30,U.S. Senate,,JOHN EICHELBERGER (W),1
Senate 30,U.S. Senate,,JOYCE (W),1
Senate 30,U.S. Senate,,KRIS LETANG (W),1
Senate 30,U.S. Senate,,LEWIS HALE (W),1
Senate 30,U.S. Senate,,MARK ZORGER (W),1
Senate 30,U.S. Senate,,MATT MICHRINA (W),1
Senate 30,U.S. Senate,,Over Votes,0
Senate 30,U.S. Senate,,TERRY PENNINGTON (W),1
Senate 30,U.S. Senate,,Under Votes,872
Senate 30,U.S. Senate,,WAGNER (W),1
Senate 30,U.S. Senate,,Write - In,2
Senate 30,U.S. Senate,,Write In,15
Senate 30,U.S. Senate,BOB CASEY, JR,DEM,142
Senate 30,U.S. Senate,DALE R KEARNS, JR,LIB,4
Senate 30,U.S. Senate,DEM,BOB CASEY, JR,14460
Senate 30,U.S. Senate,DEM,Bob Casey Jr,6187
Senate 30,U.S. Senate,DEM,Bob Casey Jr.,3639
Senate 30,U.S. Senate,GRN,NEAL GALE,253
Senate 30,U.S. Senate,GRN,Neal Gale,225
Senate 30,U.S. Senate,LIB,DALE R KEARNS, JR,478
Senate 30,U.S. Senate,LIB,Dale R Kerns Jr,229
Senate 30,U.S. Senate,LIB,Dale R. Kerns Jr.,153
Senate 30,U.S. Senate,LOU BARLETTA,REP,137
Senate 30,U.S. Senate,NEAL GALE,GRN,5
Senate 30,U.S. Senate,Over Votes,,0
Senate 30,U.S. Senate,REP,LOU BARLETTA,27691
Senate 30,U.S. Senate,REP,Lou Barletta,26434
Senate 30,U.S. Senate,Under Votes,,8
Senate 32,U.S. Senate,,Write-ins,29
Senate 32,U.S. Senate,DEM,Bob Casey Jr,6470
Senate 32,U.S. Senate,DEM,Bob Casey Jr.,28885
Senate 32,U.S. Senate,GRN,Neal Gale,394
Senate 32,U.S. Senate,LIB,Dale R Kerns Jr,138
Senate 32,U.S. Senate,LIB,Dale R. Kerns Jr.,717
Senate 32,U.S. Senate,REP,Lou Barletta,46108
Senate 34,U.S. Senate,,Over Votes,5
Senate 34,U.S. Senate,,Under Votes,110
Senate 34,U.S. Senate,,WRITE-IN,25
Senate 34,U.S. Senate,,Write In,5
Senate 34,U.S. Senate,,Write-ins,10
Senate 34,U.S. Senate,DEM,Bob Casey Jr,6597
Senate 34,U.S. Senate,DEMOCRATIC,BOB CASEY JR,34778
Senate 34,U.S. Senate,GREEN,NEAL GALE,632
Senate 34,U.S. Senate,GRN,Neal Gale,178
Senate 34,U.S. Senate,LIB,Dale R Kerns Jr,295
Senate 34,U.S. Senate,LIBERTARIAN,DALE R KERNS JR,922
Senate 34,U.S. Senate,REP,Lou Barletta,15781
Senate 34,U.S. Senate,REPUBLICAN,LOU BARLETTA,24332
Senate 36,U.S. Senate,,Write-ins,30
Senate 36,U.S. Senate,DEM,Bob Casey Jr.,41495
Senate 36,U.S. Senate,GRN,Neal Gale,725
Senate 36,U.S. Senate,LIB,Dale R. Kerns Jr.,1526
Senate 36,U.S. Senate,REP,Lou Barletta,61694
Senate 38,U.S. Senate,,WRITE-IN,84
Senate 38,U.S. Senate,Dem,Bob Casey, Jr.,72489
Senate 38,U.S. Senate,Grn,Neal Gale,679
Senate 38,U.S. Senate,Lib,Dale R. Kerns, Jr.,1554
Senate 38,U.S. Senate,Rep,Lou Barletta,50226
Senate 40,U.S. Senate,,Write-Ins,4
Senate 40,U.S. Senate,DEM,Bob Casey Jr.,25666
Senate 40,U.S. Senate,Dem,Bob Casey, Jr.,23799
Senate 40,U.S. Senate,GRE,Neal Gale,265
Senate 40,U.S. Senate,GRN,Neal Gale,311
Senate 40,U.S. Senate,LIB,Dale Kerns,407
Senate 40,U.S. Senate,LIB,Dale R. Kerns, Jr.,531
Senate 40,U.S. Senate,REP,Lou Barletta,20994
Senate 40,U.S. Senate,Rep,Lou Barletta,26813
Senate 42,U.S. Senate,,WRITE-IN,94
Senate 42,U.S. Senate,Dem,Bob Casey, Jr.,78599
Senate 42,U.S. Senate,Grn,Neal Gale,776
Senate 42,U.S. Senate,Lib,Dale R. Kerns, Jr.,1249
Senate 42,U.S. Senate,Rep,Lou Barletta,25283
Senate 44,U.S. Senate,,Write-ins,28
Senate 44,U.S. Senate,DEM,BOB CASEY JR,50199
Senate 44,U.S. Senate,DEM,Bob Casey Jr.,3708
Senate 44,U.S. Senate,GRN,NEAL GALE,627
Senate 44,U.S. Senate,GRN,Neal Gale,55
Senate 44,U.S. Senate,LIB,DALE R KERNS JR,1026
Senate 44,U.S. Senate,LIB,Dale R. Kerns Jr.,105
Senate 44,U.S. Senate,REP,LOU BARLETTA,37824
Senate 44,U.S. Senate,REP,Lou Barletta,4419
Senate 46,U.S. Senate,,Write-ins,27
Senate 46,U.S. Senate,DEM,Bob Casey Jr.,40466
Senate 46,U.S. Senate,GRN,Neal Gale,411
Senate 46,U.S. Senate,LIB,Dale R. Kerns Jr.,941
Senate 46,U.S. Senate,REP,Lou Barletta,41641
Senate 48,U.S. Senate,,Write In,10
Senate 48,U.S. Senate,,Write-In,7
Senate 48,U.S. Senate,,Write-ins,26
Senate 48,U.S. Senate,DEM,BOB CASEY, JR,18368
Senate 48,U.S. Senate,DEM,Bob CASEY, JR.,12147
Senate 48,U.S. Senate,Dem,Bob CASEY, JR.,10690
Senate 48,U.S. Senate,GRN,NEAL GALE,343
Senate 48,U.S. Senate,GRN,Neal GALE,187
Senate 48,U.S. Senate,Grn,Neal GALE,177
Senate 48,U.S. Senate,LIB,DALE R. KERNS, JR.,602
Senate 48,U.S. Senate,LIB,Dale R. KERNS, JR.,649
Senate 48,U.S. Senate,REP,LOU BARLETTA,29836
Senate 48,U.S. Senate,REP,Lou BARLETTA,10746
Senate 48,U.S. Senate,Rep,Lou BARLETTA,12746
Senate 50,U.S. Senate,,Write-ins,21
Senate 50,U.S. Senate,DEM,BOB CASEY JR,11720
Senate 50,U.S. Senate,DEM,BOB CASEY JR.,18136
Senate 50,U.S. Senate,DEM,Bob Casey Jr.,6092
Senate 50,U.S. Senate,GRN,NEAL GALE,434
Senate 50,U.S. Senate,GRN,Neal Gale,78
Senate 50,U.S. Senate,LIB,DALE KERNS JR,324
Senate 50,U.S. Senate,LIB,DALE R. KERNS JR.,439
Senate 50,U.S. Senate,LIB,Dale R. Kerns Jr.,151
Senate 50,U.S. Senate,REP,LOU BARLETTA,40103
Senate 50,U.S. Senate,REP,Lou Barletta,7003
House 75,United States Senator,,Write-ins,6
House 75,United States Senator,DEM,BOB CASEY JR,3765
House 75,United States Senator,GR,NEAL GALE,62
House 75,United States Senator,LIB,DALE R KERNS JR,118
House 75,United States Senator,REP,LOU BARLETTA,7564
Senate 25,United States Senator,,Write-ins,5
Senate 25,United States Senator,DEM,BOB CASEY JR,2546
Senate 25,United States Senator,GR,NEAL GALE,34
Senate 25,United States Senator,LIB,DALE R KERNS JR,74
Senate 25,United States Senator,REP,LOU BARLETTA,4638
Senate 35,United States Senator,,Write-ins,0
Senate 35,United States Senator,DEM,BOB CASEY JR,872
Senate 35,United States Senator,GR,NEAL GALE,20
Senate 35,United States Senator,LIB,DALE R KERNS JR,35
Senate 35,United States Senator,REP,LOU BARLETTA,2049